! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Sparse Biadjacency Matrix, aka Stoichiometric Matrix, in CSV format
! 
! Generated by KPP-3.0.0-rc.3.flux symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
! 
! File                 : gckpp_BiadjacencyMatrix.csv
! Equation file        : gckpp.kpp
! Output root filename : gckpp
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



spc_name, species index (row), reaction index (col), stoichiometric coefficient
IDC, 106, 887, 0.112000
C4HVP1, 141, 887, 0.224000
MVKPC, 152, 887, 0.112000
MCRENOL, 160, 887, 0.552000
HPALD1, 182, 887, -1.000000
CO, 258, 887, 0.888000
OH, 279, 887, 1.662000
HO2, 281, 887, 0.112000
PCO, 33, 888, 0.818000
IDC, 106, 888, 0.182000
C4HVP2, 142, 888, 0.182000
MVKPC, 152, 888, 0.182000
MCRENOL, 160, 888, 0.455000
HPALD2, 184, 888, -1.000000
CO, 258, 888, 0.818000
OH, 279, 888, 1.637000
HO2, 281, 888, 0.182000
PCO, 33, 889, 1.000000
HPALD3, 125, 889, -1.000000
MVK, 244, 889, 1.000000
CO, 258, 889, 1.000000
OH, 279, 889, 1.000000
HO2, 281, 889, 1.000000
PCO, 33, 890, 1.000000
HPALD4, 126, 890, -1.000000
MACR, 247, 890, 1.000000
CO, 258, 890, 1.000000
OH, 279, 890, 1.000000
HO2, 281, 890, 1.000000
PCO, 33, 891, 0.550000
HC5A, 189, 891, 0.450000
IHN1, 216, 891, -1.000000
MVKHP, 226, 891, 0.550000
CO, 258, 891, 0.550000
NO2, 270, 891, 1.000000
OH, 279, 891, 0.550000
HO2, 281, 891, 0.450000
IHN2, 136, 892, -1.000000
MVK, 244, 892, 1.000000
CH2O, 262, 892, 1.000000
NO2, 270, 892, 1.000000
HO2, 281, 892, 1.000000
IHN3, 137, 893, -1.000000
MACR, 247, 893, 1.000000
CH2O, 262, 893, 1.000000
NO2, 270, 893, 1.000000
HO2, 281, 893, 1.000000
PCO, 33, 894, 0.550000
HC5A, 189, 894, 0.450000
IHN4, 210, 894, -1.000000
MCRHP, 227, 894, 0.550000
CO, 258, 894, 0.550000
NO2, 270, 894, 1.000000
OH, 279, 894, 0.550000
HO2, 281, 894, 0.450000
INPB, 177, 895, -1.000000
MVK, 244, 895, 0.903000
MACR, 247, 895, 0.097000
CH2O, 262, 895, 1.000000
NO2, 270, 895, 1.000000
OH, 279, 895, 0.670000
HO2, 281, 895, 0.330000
INA, 123, 896, 0.841000
INPD, 147, 896, -1.000000
ICN, 236, 896, 0.159000
OH, 279, 896, 1.000000
HO2, 281, 896, 0.159000
INPD, 147, 897, -1.000000
IHOO1, 242, 897, 0.841000
IHOO4, 243, 897, 0.159000
NO2, 270, 897, 1.000000
PCO, 33, 898, 0.839000
IDC, 106, 898, 0.161000
C4HVP1, 141, 898, 0.068000
C4HVP2, 142, 898, 0.128000
MVKPC, 152, 898, 0.162000
MCRENOL, 160, 898, 0.481000
ICN, 236, 898, -1.000000
CO, 258, 898, 0.839000
NO2, 270, 898, 1.000000
OH, 279, 898, 0.645000
HO2, 281, 898, 0.161000
INA, 123, 899, 0.227000
GLYC, 232, 899, 0.500000
ICN, 236, 899, 0.228000
IDN, 239, 899, -1.000000
MVK, 244, 899, 0.050000
HAC, 246, 899, 0.500000
MACR, 247, 899, 0.005000
CH2O, 262, 899, 0.055000
NO2, 270, 899, 1.555000
HO2, 281, 899, 0.228000
PCO, 33, 900, 1.000000
MVKDH, 116, 900, 0.350000
MCRDH, 130, 900, 0.150000
ICPDH, 202, 900, -1.000000
MCRHP, 227, 900, 0.500000
CO, 258, 900, 1.000000
OH, 279, 900, 0.500000
HO2, 281, 900, 1.500000
PCO, 33, 901, 0.122000
MCRDH, 130, 901, 0.122000
MVKHCB, 181, 901, 0.100000
ICPDH, 202, 901, -1.000000
GLYX, 218, 901, 0.438000
MGLY, 228, 901, 0.088000
GLYC, 232, 901, 0.088000
HAC, 246, 901, 0.438000
CO, 258, 901, 0.122000
CH2O, 262, 901, 0.100000
OH, 279, 901, 1.000000
HO2, 281, 901, 1.000000
IDHDP, 140, 902, -1.000000
ICPDH, 202, 902, 0.750000
GLYC, 232, 902, 0.250000
HAC, 246, 902, 0.250000
OH, 279, 902, 1.250000
HO2, 281, 902, 0.750000
IDHPE, 159, 903, -1.000000
GLYX, 218, 903, 0.571000
MGLY, 228, 903, 0.429000
GLYC, 232, 903, 0.429000
HAC, 246, 903, 0.571000
OH, 279, 903, 1.000000
HO2, 281, 903, 1.000000
PCO, 33, 904, 1.000000
IDCHP, 122, 904, -1.000000
MVKPC, 152, 904, 0.454000
MVKHC, 166, 904, 0.391000
MVKHCB, 181, 904, 0.155000
CO, 258, 904, 1.000000
OH, 279, 904, 0.546000
HO2, 281, 904, 1.454000
MCRHN, 195, 905, 0.500000
ETHLN, 205, 905, 0.150000
GLYC, 232, 905, 0.300000
MVKN, 237, 905, 0.050000
ITHN, 238, 905, -1.000000
HAC, 246, 905, 0.450000
CH2O, 262, 905, 0.550000
NO2, 270, 905, 0.300000
OH, 279, 905, 1.000000
HO2, 281, 905, 0.700000
HPETHNL, 168, 906, 0.500000
ATOOH, 193, 906, 0.050000
MCRHP, 227, 906, 0.150000
GLYC, 232, 906, 0.350000
ITHN, 238, 906, -1.000000
HAC, 246, 906, 0.800000
CH2O, 262, 906, 0.150000
NO2, 270, 906, 1.000000
OH, 279, 906, 0.300000
HO2, 281, 906, 0.700000
ITCN, 209, 907, -1.000000
MGLY, 228, 907, 1.000000
GLYC, 232, 907, 1.000000
NO2, 270, 907, 1.000000
OH, 279, 907, 1.000000
PCO, 33, 908, 1.000000
ITCN, 209, 908, -1.000000
MVKHP, 226, 908, 0.500000
MCRHP, 227, 908, 0.500000
CO, 258, 908, 1.000000
NO2, 270, 908, 1.000000
HO2, 281, 908, 1.000000
ETO, 102, 909, 1.000000
ETHP, 114, 909, -1.000000
OH, 279, 909, 1.000000
PCO, 33, 910, 1.000000
BALD, 99, 910, -1.000000
BENZO2, 187, 910, 1.000000
CO, 258, 910, 1.000000
HO2, 281, 910, 1.000000
CO2, 6, 911, 1.000000
BZCO3H, 67, 911, -1.000000
BENZO2, 187, 911, 1.000000
OH, 279, 911, 1.000000
BENZP, 105, 912, -1.000000
BENZO, 156, 912, 1.000000
CO2, 6, 913, 1.000000
PCO, 33, 913, 1.000000
AROMP4, 155, 913, 1.000000
HNO2, 188, 913, 1.000000
NPHEN, 206, 913, -1.000000
CO, 258, 913, 1.000000
HO2, 281, 913, 1.000000
